CODE;TEXT;TEXT_Q0;TEXT_Q1;TEXT_QN;N;Q;T;D;U;C;R;COMMENT
580;contraflow. Stationary traffic for 6 km;;;;;;D;1;U;1;D18.A106;
581;contraflow. Stationary traffic for 10 km;;;;;;D;1;U;1;D18.A110;
582;contraflow. Danger of stationary traffic;;;;;;D;1;U;1;D18.A1D;
583;contraflow. Queuing traffic;;;;;;D;1;U;1;D18.A2;
584;contraflow. Queuing traffic for 1 km;;;;;;D;1;U;1;D18.A201;
585;contraflow. Queuing traffic for 2 km;;;;;;D;1;U;1;D18.A202;
655;contraflow. Queuing traffic for 3 km;;;;;;D;1;U;1;D18.A203;
586;contraflow. Queuing traffic for 4 km;;;;;;D;1;U;1;D18.A204;
587;contraflow. Queuing traffic for 6 km;;;;;;D;1;U;1;D18.A206;
588;contraflow. Queuing traffic for 10 km;;;;;;D;1;U;1;D18.A210;
589;contraflow. Danger of queuing traffic;;;;;;D;1;U;1;D18.A2D;
590;contraflow. Slow traffic;;;;;;D;1;U;1;D18.A3;
591;contraflow. Slow traffic for 1 km;;;;;;D;1;U;1;D18.A301;
592;contraflow. Slow traffic for 2 km;;;;;;D;1;U;1;D18.A302;
656;contraflow. Slow traffic for 3 km;;;;;;D;1;U;1;D18.A303;
593;contraflow. Slow traffic for 4 km;;;;;;D;1;U;1;D18.A304;
594;contraflow. Slow traffic for 6 km;;;;;;D;1;U;1;D18.A306;
595;contraflow. Slow traffic for 10 km;;;;;;D;1;U;1;D18.A310;
597;contraflow. Heavy traffic;;;;;;D;1;;1;D18.A4;
599;contraflow. Traffic flowing freely;;;;;;(D);1;;1;D18.A5;
600;contraflow. Traffic building up;;;;;;D;1;;1;D18.A6;
604;narrow lanes. Stationary traffic;;;;;;D;1;U;1;D19.A1;
605;narrow lanes. Danger of stationary traffic;;;;;;D;1;U;1;D19.A1D;
606;narrow lanes. Queuing traffic;;;;;;D;1;U;1;D19.A2;
607;narrow lanes. Danger of queuing traffic;;;;;;D;1;U;1;D19.A2D;
608;narrow lanes. Slow traffic;;;;;;D;1;U;1;D19.A3;
610;narrow lanes. Heavy traffic;;;;;;D;1;;1;D19.A4;
612;narrow lanes. Traffic flowing freely;;;;;;(D);1;;1;D19.A5;
613;narrow lanes. Traffic building up;;;;;;D;1;;1;D19.A6;
614;contraflow with narrow lanes. Stationary traffic;;;;;;D;1;U;1;D18.D19.A1;
615;contraflow with narrow lanes. Danger of stationary traffic;;;;;;D;1;U;1;D18.D19.A1D;
616;contraflow with narrow lanes. Queuing traffic;;;;;;D;1;U;1;D18.D19.A2;
617;contraflow with narrow lanes. Danger of queuing traffic;;;;;;D;1;U;1;D18.D19.A2D;
618;contraflow with narrow lanes. Slow traffic;;;;;;D;1;U;1;D18.D19.A3;
620;contraflow with narrow lanes. Heavy traffic;;;;;;D;1;;1;D18.D19.A4;
622;contraflow with narrow lanes. Traffic flowing freely;;;;;;(D);1;;1;D18.D19.A5;
623;contraflow with narrow lanes. Traffic building up;;;;;;D;1;;1;D18.D19.A6;
710;$Q sets of roadworks. Stationary traffic;roadworks. Stationary traffic;;;;0;D;1;U;1;E1.A1;
711;$Q sets of roadworks. Stationary traffic for 1 km;roadworks. Stationary traffic for 1 km;;;;0;D;1;U;1;E1.A101;
712;$Q sets of roadworks. Stationary traffic for 2 km;roadworks. Stationary traffic for 2 km;;;;0;D;1;U;1;E1.A102;
812;$Q sets of roadworks. Stationary traffic for 3 km;roadworks. Stationary traffic for 3 km;;;;0;D;1;U;1;E1.A103;
713;$Q sets of roadworks. Stationary traffic for 4 km;roadworks. Stationary traffic for 4 km;;;;0;D;1;U;1;E1.A104;
714;$Q sets of roadworks. Stationary traffic for 6 km;roadworks. Stationary traffic for 6 km;;;;0;D;1;U;1;E1.A106;
715;$Q sets of roadworks. Stationary traffic for 10 km;roadworks. Stationary traffic for 10 km;;;;0;D;1;U;1;E1.A110;
716;$Q sets of roadworks. Danger of stationary traffic;roadworks. Danger of stationary traffic;;;;0;D;1;U;1;E1.A1D;
717;$Q sets of roadworks. Queuing traffic;roadworks. Queuing traffic;;;;0;D;1;U;1;E1.A2;
718;$Q sets of roadworks. Queuing traffic for 1 km;roadworks. Queuing traffic for 1 km;;;;0;D;1;U;1;E1.A201;
719;$Q sets of roadworks. Queuing traffic for 2 km;roadworks. Queuing traffic for 2 km;;;;0;D;1;U;1;E1.A202;
813;$Q sets of roadworks. Queuing traffic for 3 km;roadworks. Queuing traffic for 3 km;;;;0;D;1;U;1;E1.A203;
720;$Q sets of roadworks. Queuing traffic for 4 km;roadworks. Queuing traffic for 4 km;;;;0;D;1;U;1;E1.A204;
721;$Q sets of roadworks. Queuing traffic for 6 km;roadworks. Queuing traffic for 6 km;;;;0;D;1;U;1;E1.A206;
722;$Q sets of roadworks. Queuing traffic for 10 km;roadworks. Queuing traffic for 10 km;;;;0;D;1;U;1;E1.A210;
723;$Q sets of roadworks. Danger of queuing traffic;roadworks. Danger of queuing traffic;;;;0;D;1;U;1;E1.A2D;
724;$Q sets of roadworks. Slow traffic;roadworks. Slow traffic;;;;0;D;1;U;1;E1.A3;
725;$Q sets of roadworks. Slow traffic for 1 km;roadworks. Slow traffic for 1 km;;;;0;D;1;U;1;E1.A301;
726;$Q sets of roadworks. Slow traffic for 2 km;roadworks. Slow traffic for 2 km;;;;0;D;1;U;1;E1.A302;
814;$Q sets of roadworks. Slow traffic for 3 km;roadworks. Slow traffic for 3 km;;;;0;D;1;U;1;E1.A303;
727;$Q sets of roadworks. Slow traffic for 4 km;roadworks. Slow traffic for 4 km;;;;0;D;1;U;1;E1.A304;
728;$Q sets of roadworks. Slow traffic for 6 km;roadworks. Slow traffic for 6 km;;;;0;D;1;U;1;E1.A306;
729;$Q sets of roadworks. Slow traffic for 10 km;roadworks. Slow traffic for 10 km;;;;0;D;1;U;1;E1.A310;
731;$Q sets of roadworks. Heavy traffic;roadworks. Heavy traffic;;;;0;D;1;;1;E1.A4;
733;$Q sets of roadworks. Traffic flowing freely;roadworks. Traffic flowing freely;;;;0;(D);1;;1;E1.A5;
734;$Q sets of roadworks. Traffic building up;roadworks. Traffic building up;;;;0;D;1;;1;E1.A6;
750;$Q sections of resurfacing work. Stationary traffic;resurfacing work. Stationary traffic;;;;0;D;1;U;1;E4.A1;
751;$Q sections of resurfacing work. Stationary traffic for 1 km;resurfacing work. Stationary traffic for 1 km;;;;0;D;1;U;1;E4.A101;
752;$Q sections of resurfacing work. Stationary traffic for 2 km;resurfacing work. Stationary traffic for 2 km;;;;0;D;1;U;1;E4.A102;
818;$Q sections of resurfacing work. Stationary traffic for 3 km;resurfacing work. Stationary traffic for 3 km;;;;0;D;1;U;1;E4.A103;
753;$Q sections of resurfacing work. Stationary traffic for 4 km;resurfacing work. Stationary traffic for 4 km;;;;0;D;1;U;1;E4.A104;
754;$Q sections of resurfacing work. Stationary traffic for 6 km;resurfacing work. Stationary traffic for 6 km;;;;0;D;1;U;1;E4.A106;
755;$Q sections of resurfacing work. Stationary traffic for 10 km;resurfacing work. Stationary traffic for 10 km;;;;0;D;1;U;1;E4.A110;
756;$Q sections of resurfacing work. Danger of stationary traffic;resurfacing work. Danger of stationary traffic;;;;0;D;1;U;1;E4.A1D;
757;$Q sections of resurfacing work. Queuing traffic;resurfacing work. Queuing traffic;;;;0;D;1;U;1;E4.A2;
758;$Q sections of resurfacing work. Queuing traffic for 1 km;resurfacing work. Queuing traffic for 1 km;;;;0;D;1;U;1;E4.A201;
759;$Q sections of resurfacing work. Queuing traffic for 2 km;resurfacing work. Queuing traffic for 2 km;;;;0;D;1;U;1;E4.A202;
819;$Q sections of resurfacing work. Queuing traffic for 3 km;resurfacing work. Queuing traffic for 3 km;;;;0;D;1;U;1;E4.A203;
760;$Q sections of resurfacing work. Queuing traffic for 4 km;resurfacing work. Queuing traffic for 4 km;;;;0;D;1;U;1;E4.A204;
761;$Q sections of resurfacing work. Queuing traffic for 6 km;resurfacing work. Queuing traffic for 6 km;;;;0;D;1;U;1;E4.A206;
762;$Q sections of resurfacing work. Queuing traffic for 10 km;resurfacing work. Queuing traffic for 10 km;;;;0;D;1;U;1;E4.A210;
763;$Q sections of resurfacing work. Danger of queuing traffic;resurfacing work. Danger of queuing traffic;;;;0;D;1;U;1;E4.A2D;
764;$Q sections of resurfacing work. Slow traffic;resurfacing work. Slow traffic;;;;0;D;1;U;1;E4.A3;
765;$Q sections of resurfacing work. Slow traffic for 1 km;resurfacing work. Slow traffic for 1 km;;;;0;D;1;U;1;E4.A301;
766;$Q sections of resurfacing work. Slow traffic for 2 km;resurfacing work. Slow traffic for 2 km;;;;0;D;1;U;1;E4.A302;
820;$Q sections of resurfacing work. Slow traffic for 3 km;resurfacing work. Slow traffic for 3 km;;;;0;D;1;U;1;E4.A303;
767;$Q sections of resurfacing work. Slow traffic for 4 km;resurfacing work. Slow traffic for 4 km;;;;0;D;1;U;1;E4.A304;
768;$Q sections of resurfacing work. Slow traffic for 6 km;resurfacing work. Slow traffic for 6 km;;;;0;D;1;U;1;E4.A306;
769;$Q sections of resurfacing work. Slow traffic for 10 km;resurfacing work. Slow traffic for 10 km;;;;0;D;1;U;1;E4.A310;
771;$Q sections of resurfacing work. Heavy traffic;resurfacing work. Heavy traffic;;;;0;D;1;;1;E4.A4;
773;$Q sections of resurfacing work. Traffic flowing freely;resurfacing work. Traffic flowing freely;;;;0;(D);1;;1;E4.A5;
774;$Q sections of resurfacing work. Traffic building up;resurfacing work. Traffic building up;;;;0;D;1;;1;E4.A6;
783;$Q sets of road marking work. Stationary traffic;road marking work. Stationary traffic;;;;0;D;1;U;1;E6.A1;
784;$Q sets of road marking work. Danger of stationary traffic;road marking work. Danger of stationary traffic;;;;0;D;1;U;1;E6.A1D;
785;$Q sets of road marking work. Queuing traffic;road marking work. Queuing traffic;;;;0;D;1;U;1;E6.A2;
786;$Q sets of road marking work. Danger of queuing traffic;road marking work. Danger of queuing traffic;;;;0;D;1;U;1;E6.A2D;
787;$Q sets of road marking work. Slow traffic;road marking work. Slow traffic;;;;0;D;1;U;1;E6.A3;
789;$Q sets of road marking work. Heavy traffic;road marking work. Heavy traffic;;;;0;D;1;;1;E6.A4;
791;$Q sets of road marking work. Traffic flowing freely;road marking work. Traffic flowing freely;;;;0;(D);1;;1;E6.A5;
792;$Q sets of road marking work. Traffic building up;road marking work. Traffic building up;;;;0;D;1;;1;E6.A6;
825;$Q sets of slow moving maintenance vehicles. Stationary traffic;slow moving maintenance vehicles. Stationary traffic;;;;0;D;1;U;1;E12.A1;
826;$Q sets of slow moving maintenance vehicles. Danger of stationary traffic;slow moving maintenance vehicles. Danger of stationary traffic;;;;0;D;1;U;1;E12.A1D;
827;$Q sets of slow moving maintenance vehicles. Queuing traffic;slow moving maintenance vehicles. Queuing traffic;;;;0;D;1;U;1;E12.A2;
828;$Q sets of slow moving maintenance vehicles. Danger of queuing traffic;slow moving maintenance vehicles. Danger of queuing traffic;;;;0;D;1;U;1;E12.A2D;
829;$Q sets of slow moving maintenance vehicles. Slow traffic;slow moving maintenance vehicles. Slow traffic;;;;0;D;1;U;1;E12.A3;
831;$Q sets of slow moving maintenance vehicles. Heavy traffic;slow moving maintenance vehicles. Heavy traffic;;;;0;D;1;U;1;E12.A4;
833;$Q sets of slow moving maintenance vehicles. Traffic flowing freely;slow moving maintenance vehicles. Traffic flowing freely;;;;0;(D);1;U;1;E12.A5;
834;$Q sets of slow moving maintenance vehicles. Traffic building up;slow moving maintenance vehicles. Traffic building up;;;;0;D;1;U;1;E12.A6;
928;flooding. Stationary traffic;;;;;;D;1;U;1;F5.A1;
929;flooding. Danger of stationary traffic;;;;;;D;1;U;1;F5.A1D;
930;flooding. Queuing traffic;;;;;;D;1;U;1;F5.A2;
931;flooding. Danger of queuing traffic;;;;;;D;1;U;1;F5.A2D;
932;flooding. Slow traffic;;;;;;D;1;U;1;F5.A3;
934;flooding. Heavy traffic;;;;;;D;1;;1;F5.A4;
936;flooding. Traffic flowing freely;;;;;;(D);1;;1;F5.A5;
937;flooding. Traffic building up;;;;;;D;1;;1;F5.A6;
1517;major event. Stationary traffic;;;;;;D;1;U;1;P1.A1;
1518;major event. Danger of stationary traffic;;;;;;D;1;U;1;P1.A1D;
1519;major event. Queuing traffic;;;;;;D;1;U;1;P1.A2;
1520;major event. Danger of queuing traffic;;;;;;D;1;U;1;P1.A2D;
1521;major event. Slow traffic;;;;;;D;1;U;1;P1.A3;
1523;major event. Heavy traffic;;;;;;D;1;;1;P1.A4;
1525;major event. Traffic flowing freely;;;;;;(D);1;;1;P1.A5;
1526;major event. Traffic building up;;;;;;D;1;;1;P1.A6;
1531;sports meeting. Stationary traffic;;;;;;D;1;U;1;P2.A1;
1532;sports meeting. Danger of stationary traffic;;;;;;D;1;U;1;P2.A1D;
1533;sports meeting. Queuing traffic;;;;;;D;1;U;1;P2.A2;
1534;sports meeting. Danger of queuing traffic;;;;;;D;1;U;1;P2.A2D;
1535;sports meeting. Slow traffic;;;;;;D;1;U;1;P2.A3;
1537;sports meeting. Heavy traffic;;;;;;D;1;;1;P2.A4;
1539;sports meeting. Traffic flowing freely;;;;;;(D);1;;1;P2.A5;
1540;sports meeting. Traffic building up;;;;;;D;1;;1;P2.A6;
1545;fair. Stationary traffic;;;;;;D;1;U;1;P6.A1;
1546;fair. Danger of stationary traffic;;;;;;D;1;U;1;P6.A1D;
1547;fair. Queuing traffic;;;;;;D;1;U;1;P6.A2;
1548;fair. Danger of queuing traffic;;;;;;D;1;U;1;P6.A2D;
1549;fair. Slow traffic;;;;;;D;1;U;1;P6.A3;
1551;fair. Heavy traffic;;;;;;D;1;;1;P6.A4;
1553;fair. Traffic flowing freely;;;;;;(D);1;;1;P6.A5;
1554;fair. Traffic building up;;;;;;D;1;;1;P6.A6;
1571;security alert. Stationary traffic;;;;;;D;1;U;1;P15.A1;
1572;security alert. Danger of stationary traffic;;;;;;D;1;U;1;P15.A1D;
1573;security alert. Queuing traffic;;;;;;D;1;U;1;P15.A2;
1574;security alert. Danger of queuing traffic;;;;;;D;1;U;1;P15.A2D;
1575;security alert. Slow traffic;;;;;;D;1;U;1;P15.A3;
1577;security alert. Heavy traffic;;;;;;D;1;;1;P15.A4;
1495;evacuation. Heavy traffic;;;;;;D;1;;1;P49.A4;
1586;security alert. Traffic flowing freely;;;;;;(D);1;;1;P15.A5;
1579;security alert. Traffic building up;;;;;;D;1;;1;P15.A6;
1807;$Q sets of traffic lights not working. Stationary traffic;traffic lights not working. Stationary traffic;;;;0;D;1;U;1;T4.A1;
1808;$Q sets of traffic lights not working. Danger of stationary traffic;traffic lights not working. Danger of stationary traffic;;;;0;D;1;U;1;T4.A1D;
1809;$Q sets of traffic lights not working. Queuing traffic;traffic lights not working. Queuing traffic;;;;0;D;1;U;1;T4.A2;
1810;$Q sets of traffic lights not working. Danger of queuing traffic;traffic lights not working. Danger of queuing traffic;;;;0;D;1;U;1;T4.A2D;
1811;$Q sets of traffic lights not working. Slow traffic;traffic lights not working. Slow traffic;;;;0;D;1;U;1;T4.A3;
1813;$Q sets of traffic lights not working. Heavy traffic;traffic lights not working. Heavy traffic;;;;0;D;1;;1;T4.A4;
1815;$Q sets of traffic lights not working. Traffic flowing freely;traffic lights not working. Traffic flowing freely;;;;0;(D);1;;1;T4.A5;
1816;$Q sets of traffic lights not working. Traffic building up;traffic lights not working. Traffic building up;;;;0;D;1;;1;T4.A6;
1820;level crossing failure. Stationary traffic;;;;;;D;1;U;1;T6.A1;
1821;level crossing failure. Danger of stationary traffic;;;;;;D;1;U;1;T6.A1D;
1822;level crossing failure. Queuing traffic;;;;;;D;1;U;1;T6.A2;
1823;level crossing failure. Danger of queuing traffic;;;;;;D;1;U;1;T6.A2D;
1824;level crossing failure. Slow traffic;;;;;;D;1;U;1;T6.A3;
1826;level crossing failure. Heavy traffic;;;;;;D;1;;1;T6.A4;
1828;level crossing failure. Traffic flowing freely;;;;;;(D);1;;1;T6.A5;
1829;level crossing failure. Traffic building up;;;;;;D;1;;1;T6.A6;
126;no problems to report;;;;;;(D);1;;1;A97;
127;traffic congestion cleared;;;;;;(D);1;;1;A98;
1584;traffic has returned to normal;;;;;;(D);1;;1;P98;
128;message cancelled;;;;S;;;;;1;;
55;traffic problem expected;;;;F;;D;1;;2;A50E;
107;stationary traffic expected;;;;F;;D;1;U;2;A1E;
114;queuing traffic expected;;;;F;;D;1;U;2;A2E;
121;slow traffic expected;;;;F;;D;1;U;2;A3E;
123;heavy traffic expected;;;;F;;D;1;;2;A4E;
56;traffic congestion expected;;;;F;;D;1;U;2;A9E;
235;$Q accident(s). Slow traffic expected;accident(s). Slow traffic expected;;;F;0;D;1;U;2;B1.A3E;
237;$Q accident(s). Heavy traffic expected;accident(s). Heavy traffic expected;;;F;0;D;1;;2;B1.A4E;
270;vehicles slowing to look at $Q accident(s). Slow traffic expected;vehicles slowing to look at accident(s). Slow traffic expected;;;F;0;D;1;U;2;B8.A3E;
272;vehicles slowing to look at $Q accident(s). Heavy traffic expected;vehicles slowing to look at accident(s). Heavy traffic expected;;;F;0;D;1;;2;B8.A4E;
298;$Q shed load(s). Slow traffic expected;shed load(s). Slow traffic expected;;;F;0;D;1;U;2;B10.A3E;
300;$Q shed load(s). Heavy traffic expected;shed load(s). Heavy traffic expected;;;F;0;D;1;;2;B10.A4E;
365;$Q overturned vehicle(s). Slow traffic expected;overturned vehicle(s). Slow traffic expected;;;F;0;D;1;U;2;B16.A3E;
367;$Q overturned vehicle(s). Heavy traffic expected;overturned vehicle(s). Heavy traffic expected;;;F;0;D;1;;2;B16.A4E;
318;$Q broken down vehicle(s). Slow traffic expected;broken down vehicle(s). Slow traffic expected;;;F;0;D;1;U;2;B11.A3E;
320;$Q broken down vehicle(s). Heavy traffic expected;broken down vehicle(s). Heavy traffic expected;;;F;0;D;1;;2;B11.A4E;
430;closed ahead. Slow traffic expected;;;;F;;D;1;U;2;C3.A3E;
432;closed ahead. Heavy traffic expected;;;;F;;D;1;U;2;C3.A4E;
458;blocked ahead. Slow traffic expected;;;;F;;D;1;U;2;C4.A3E;
460;blocked ahead. Heavy traffic expected;;;;F;;D;1;U;2;C4.A4E;
541;$Q lanes closed. Slow traffic expected;lanes closed. Slow traffic expected;;;F;0;D;1;U;2;D1.A3E;
543;$Q lanes closed. Heavy traffic expected;lanes closed. Heavy traffic expected;;;F;0;D;1;;2;D1.A4E;
551;carriageway reduced from $Q lanes to one lane. Slow traffic expected;carriageway reduced to one lane. Slow traffic expected;;;F;0;D;1;U;2;D15.A3E;
553;carriageway reduced from $Q lanes to one lane. Heavy traffic expected;carriageway reduced to one lane. Heavy traffic expected;;;F;0;D;1;;2;D15.A4E;
561;carriageway reduced from $Q lanes to two lanes. Slow traffic expected;carriageway reduced to two lanes. Slow traffic expected;;;F;0;D;1;U;2;D16.A3E;
563;carriageway reduced from $Q lanes to two lanes. Heavy traffic expected;carriageway reduced to two lanes. Heavy traffic expected;;;F;0;D;1;;2;D16.A4E;
571;carriageway reduced from $Q lanes to three lanes. Slow traffic expected;carriageway reduced to three lanes. Slow traffic expected;;;F;0;D;1;U;2;D17.A3E;
573;carriageway reduced from $Q lanes to three lanes. Heavy traffic expected;carriageway reduced to three lanes. Heavy traffic expected;;;F;0;D;1;;2;D17.A4E;
596;contraflow. Slow traffic expected;;;;F;;D;1;U;2;D18.A3E;
598;contraflow. Heavy traffic expected;;;;F;;D;1;;2;D18.A4E;
609;narrow lanes. Slow traffic expected;;;;F;;D;1;U;2;D19.A3E;
611;narrow lanes. Heavy traffic expected;;;;F;;D;1;;2;D19.A4E;
619;contraflow with narrow lanes. Slow traffic expected;;;;F;;D;1;U;2;D18.D19.A3E;
621;contraflow with narrow lanes. Heavy traffic expected;;;;F;;D;1;;2;D18.D19.A4E;
730;$Q sets of roadworks. Slow traffic expected;roadworks. Slow traffic expected;;;F;0;D;1;U;2;E1.A3E;
732;$Q sets of roadworks. Heavy traffic expected;roadworks. Heavy traffic expected;;;F;0;D;1;;2;E1.A4E;
770;$Q sections of resurfacing work. Slow traffic expected;resurfacing work. Slow traffic expected;;;F;0;D;1;U;2;E4.A3E;
772;$Q sections of resurfacing work. Heavy traffic expected;resurfacing work. Heavy traffic expected;;;F;0;D;1;;2;E4.A4E;
788;$Q sets of road marking work. Slow traffic expected;road marking work. Slow traffic expected;;;F;0;D;1;U;2;E6.A3E;
790;$Q sets of road marking work. Heavy traffic expected;road marking work. Heavy traffic expected;;;F;0;D;1;;2;E6.A4E;
830;$Q sets of slow moving maintenance vehicles. Slow traffic expected;slow moving maintenance vehicles. Slow traffic expected;;;F;0;D;1;U;2;E12.A3E;
832;$Q sets of slow moving maintenance vehicles. Heavy traffic expected;slow moving maintenance vehicles. Heavy traffic expected;;;F;0;D;1;U;2;E12.A4E;
933;flooding. Slow traffic expected;;;;F;;D;1;U;2;F5.A3E;
935;flooding. Heavy traffic expected;;;;F;;D;1;;2;F5.A4E;
1522;major event. Slow traffic expected;;;;F;;D;1;U;2;P1.A3E;
1524;major event. Heavy traffic expected;;;;F;;D;1;;2;P1.A4E;
1536;sports meeting. Slow traffic expected;;;;F;;D;1;U;2;P2.A3E;
1538;sports meeting. Heavy traffic expected;;;;F;;D;1;;2;P2.A4E;
1550;fair. Slow traffic expected;;;;F;;D;1;U;2;P6.A3E;
1552;fair. Heavy traffic expected;;;;F;;D;1;;2;P6.A4E;
1576;security alert. Slow traffic expected;;;;F;;D;1;U;2;P15.A3E;
1578;security alert. Heavy traffic expected;;;;F;;D;1;;2;P15.A4E;
1812;$Q sets of traffic lights not working. Slow traffic expected;traffic lights not working. Slow traffic expected;;;F;0;D;1;U;2;T4.A3E;
1814;$Q sets of traffic lights not working. Heavy traffic expected;traffic lights not working. Heavy traffic expected;;;F;0;D;1;;2;T4.A4E;
1825;level crossing failure. Slow traffic expected;;;;F;;D;1;U;2;T6.A3E;
1827;level crossing failure. Heavy traffic expected;;;;F;;D;1;;2;T6.A4E;
57;normal traffic expected;;;;F;;D;1;;2;A96E;
1589;message cancelled;;;;S;;;;;2;;
201;$Q accident(s);accident(s);;;;0;(D);1;;3;B1;
202;$Q serious accident(s);serious accident(s);;;;0;(D);1;U;3;B2;
203;multi-vehicle accident involving $Q vehicles;multi-vehicle accident;;;;0;(D);1;U;3;B3;
204;accident involving a/$Q heavy lorr(y/ies);accident involving (a) heavy lorr(y/ies);;;;0;(D);1;U;3;B4;
335;accident involving a/$Q bus(es);accident involving (a) bus(es);;;;0;(D);1;U;3;B9;
205;$Q accident(s) involving hazardous materials;accident(s) involving hazardous materials;;;;0;(D);1;U;3;B5;
206;$Q fuel spillage accident(s);fuel spillage accident(s);;;;0;(D);1;U;3;B6;
207;$Q chemical spillage accident(s);chemical spillage accident(s);;;;0;(D);1;U;3;B7;
336;$Q oil spillage accident(s);oil spillage accident(s);;;;0;(D);1;U;3;B15;
337;$Q overturned vehicle(s);overturned vehicle(s);;;;0;(D);1;;3;B16;
338;$Q overturned heavy lorr(y/ies);overturned heavy lorr(y/ies);;;;0;(D);1;U;3;B17;
339;$Q jackknifed trailer(s);jackknifed trailer(s);;;;0;(D);1;U;3;B18;
340;$Q jackknifed caravan(s);jackknifed caravan(s);;;;0;(D);1;U;3;B19;
341;$Q jackknifed articulated lorr(y/ies);jackknifed articulated lorr(y/ies);;;;0;(D);1;U;3;B20;
213;$Q vehicle fire(s);vehicle fire(s);;;;0;(D);1;;3;B13;
342;$Q vehicle(s) spun around;vehicle(s) spun around;;;;0;(D);1;;3;B21;
378;$Q overturned vehicle(s). Danger;overturned vehicle(s). Danger;;;;0;(D);1;U;3;B16.Z91;
343;$Q earlier accident(s);earlier accident(s);;;;0;(D);1;;3;B22;
344;accident investigation work;;;;;;D;1;;3;B23;
391;accident investigation work. Danger;;;;;;D;1;U;3;B23.Z91;
351;$Q accident(s) in roadworks area;accident(s) in roadworks area;;;;0;(D);1;U;3;B1.Z241;
12;$Q accident(s), traffic being directed around accident area;accident(s), traffic being directed around accident area;;;;0;D;1;U;3;B1.Z95;
345;$Q secondary accident(s);secondary accident(s);;;;0;(D);1;;3;B24;
392;$Q secondary accident(s). Danger;secondary accident(s). Danger;;;;0;(D);1;U;3;B24.Z91;
209;$Q accident(s) in the opposing lanes;accident(s) in the opposing lanes;;;;0;(D);1;;3;B1.Z32;
141;all accidents cleared, no problems to report;;;;;;(D);1;;3;B95;
333;accident cleared;;;;;;(D);1;;3;B98;
334;message cancelled;;;;S;;;;;3;;
214;$Q incident(s);incident(s);;;;0;(D);1;;4;B14;
211;$Q broken down vehicle(s);broken down vehicle(s);;;;0;(D);1;;4;B11;
393;$Q broken down vehicle(s). Danger;broken down vehicle(s). Danger;;;;0;(D);1;U;4;B11.Z91;
212;$Q broken down heavy lorr(y/ies);broken down heavy lorr(y/ies);;;;0;(D);1;;4;B12;
394;$Q broken down heavy lorr(y/ies). Danger;broken down heavy lorr(y/ies). Danger;;;;0;(D);1;U;4;B12.Z91;
346;$Q broken down bus(es);broken down bus(es);;;;0;(D);1;;4;B25;
11;overheight warning system triggered;;;;;;(D);1;U;4;B50;
924;clearance work;;;;;;D;1;;4;F18;
1034;clearance work. Danger;;;;;;D;1;U;4;F18.Z91;
397;rescue and recovery work in progress;;;;;;D;1;U;4;F29;
1066;rescue and recovery work in progress. Danger;;;;;;D;1;U;4;F29.Z91;
396;incident cleared;;;;;;(D);1;;4;B97;
395;road cleared;;;;;;(D);1;;4;B96;
2028;message cancelled;;;;S;;;;;4;;
666;intermittent short term closures;;;;;;D;2;U;5;;
401;closed;;;;;;L;1;U;5;C1;
240;road closed due to $Q accident(s);road closed due to accident(s);;;;0;D;1;U;5;B1.C1;
16;closed, rescue and recovery work in progress;;;;;;D;1;U;5;C1.Z42;
500;$Q lane(s) closed;lane(s) closed;;;;0;L;1;;5;D1;
501;$Q right lane(s) closed;right lane(s) closed;;;;0;L;1;;5;D2;
502;$Q centre lane(s) closed;centre lane(s) closed;;;;0;L;1;;5;D3;
503;$Q left lane(s) closed;left lane(s) closed;;;;0;L;1;;5;D4;
504;hard shoulder closed;;;;;;L;1;;5;D5;
637;emergency lane closed;;;;;;L;1;;5;D14;
41;$Q overtaking lane(s) closed;overtaking lane(s) closed;;;;0;L;1;;5;D50;
641;one lane closed;;;;;;L;1;;5;D24;
505;two lanes closed;;;;;;L;1;;5;D6;
506;three lanes closed;;;;;;L;1;;5;D7;
514;carriageway reduced from $Q lanes to one lane;carriageway reduced to one lane;;;;0;L;1;;5;D15;
515;carriageway reduced from $Q lanes to two lanes;carriageway reduced to two lanes;;;;0;L;1;;5;D16;
516;carriageway reduced from $Q lanes to three lanes;carriageway reduced to three lanes;;;;0;L;1;;5;D17;
601;contraflow. Carriageway reduced from $Q lanes to one lane;contraflow. Carriageway reduced to one lane;;;;0;L;1;;5;D18.D15;
602;contraflow. Carriageway reduced from $Q lanes to two lanes;contraflow. Carriageway reduced to two lanes;;;;0;L;1;;5;D18.D16;
603;contraflow. Carriageway reduced from $Q lanes to three lanes;contraflow. Carriageway reduced to three lanes;;;;0;L;1;;5;D18.D17;
735;closed due to $Q sets of roadworks;closed due to roadworks;;;;0;L;1;U;5;E1.C1;
736;$Q sets of roadworks. Right lane closed;roadworks. Right lane closed;;;;0;L;1;;5;E1.D2;
737;$Q sets of roadworks. Centre lane closed;roadworks. Centre lane closed;;;;0;L;1;;5;E1.D3;
738;$Q sets of roadworks. Left lane closed;roadworks. Left lane closed;;;;0;L;1;;5;E1.D4;
739;$Q sets of roadworks. Hard shoulder closed;roadworks. Hard shoulder closed;;;;0;L;1;;5;E1.D5;
740;$Q sets of roadworks. Two lanes closed;roadworks. Two lanes closed;;;;0;L;1;;5;E1.D6;
